acousticness,analysis_url,artistPopularity,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,target,tempo,time_signature,trackPopularity,track_href,type,uri,valence
0.73,https://api.spotify.com/v1/audio-analysis/47KDDZgFiX1w6RFOuLXsSn,66,0.564,240587,0.354,47KDDZgFiX1w6RFOuLXsSn,3.43e-06,7,0.208,-10.85,1,0.0334,1,98.075,3,69,https://api.spotify.com/v1/tracks/47KDDZgFiX1w6RFOuLXsSn,audio_features,spotify:track:47KDDZgFiX1w6RFOuLXsSn,0.423
0.88,https://api.spotify.com/v1/audio-analysis/7bUDoZirLuxyxQEsLEQv6s,40,0.353,244571,0.107,7bUDoZirLuxyxQEsLEQv6s,1.79e-06,10,0.116,-13.734,1,0.0486,1,72.984,4,52,https://api.spotify.com/v1/tracks/7bUDoZirLuxyxQEsLEQv6s,audio_features,spotify:track:7bUDoZirLuxyxQEsLEQv6s,0.152
0.878,https://api.spotify.com/v1/audio-analysis/243ataMT90SyeW7dWmtZfS,39,0.446,260733,0.196,243ataMT90SyeW7dWmtZfS,0.0139,8,0.0584,-15.491,0,0.034,1,89.258,4,52,https://api.spotify.com/v1/tracks/243ataMT90SyeW7dWmtZfS,audio_features,spotify:track:243ataMT90SyeW7dWmtZfS,0.283
0.313,https://api.spotify.com/v1/audio-analysis/4DyfJFTQb27adTDdhFeSgD,75,0.837,189400,0.312,4DyfJFTQb27adTDdhFeSgD,0.0175,0,0.0923,-13.797,1,0.0702,1,104.008,4,65,https://api.spotify.com/v1/tracks/4DyfJFTQb27adTDdhFeSgD,audio_features,spotify:track:4DyfJFTQb27adTDdhFeSgD,0.145
0.14,https://api.spotify.com/v1/audio-analysis/5HJFKE5LsThIH0RpCr8HlR,43,0.44,186259,0.922,5HJFKE5LsThIH0RpCr8HlR,0.296,4,0.324,-4.05,1,0.0772,1,123.72,4,52,https://api.spotify.com/v1/tracks/5HJFKE5LsThIH0RpCr8HlR,audio_features,spotify:track:5HJFKE5LsThIH0RpCr8HlR,0.805
0.393,https://api.spotify.com/v1/audio-analysis/0qaWxVVd3KrP4WY27KWpIe,58,0.493,223573,0.438,0qaWxVVd3KrP4WY27KWpIe,0.00187,7,0.225,-9.488,1,0.0328,1,78.331,4,61,https://api.spotify.com/v1/tracks/0qaWxVVd3KrP4WY27KWpIe,audio_features,spotify:track:0qaWxVVd3KrP4WY27KWpIe,0.432
0.0138,https://api.spotify.com/v1/audio-analysis/7mfFxHWroxGClyZxCVFU75,47,0.331,195956,0.792,7mfFxHWroxGClyZxCVFU75,0.0031,2,0.372,-7.386,1,0.0309,1,145.327,4,44,https://api.spotify.com/v1/tracks/7mfFxHWroxGClyZxCVFU75,audio_features,spotify:track:7mfFxHWroxGClyZxCVFU75,0.657
0.118,https://api.spotify.com/v1/audio-analysis/3yxmrNHBEyhxdidMb0i4p3,52,0.7,254410,0.361,3yxmrNHBEyhxdidMb0i4p3,0.137,5,0.118,-6.979,1,0.0301,1,98.001,4,46,https://api.spotify.com/v1/tracks/3yxmrNHBEyhxdidMb0i4p3,audio_features,spotify:track:3yxmrNHBEyhxdidMb0i4p3,0.449
0.516,https://api.spotify.com/v1/audio-analysis/6SjUDhQsGP1Ynz4aYGxckR,54,0.568,215253,0.481,6SjUDhQsGP1Ynz4aYGxckR,0.000321,0,0.156,-9.861,0,0.047,1,149.923,4,52,https://api.spotify.com/v1/tracks/6SjUDhQsGP1Ynz4aYGxckR,audio_features,spotify:track:6SjUDhQsGP1Ynz4aYGxckR,0.126
0.774,https://api.spotify.com/v1/audio-analysis/6LxcPUqx6noURdA5qc4BAT,71,0.652,229760,0.545,6LxcPUqx6noURdA5qc4BAT,0.0428,1,0.0847,-9.021,1,0.0358,1,107.019,4,66,https://api.spotify.com/v1/tracks/6LxcPUqx6noURdA5qc4BAT,audio_features,spotify:track:6LxcPUqx6noURdA5qc4BAT,0.626
0.000614,https://api.spotify.com/v1/audio-analysis/1zXpHPdBAUxnOCQqFMFLk3,50,0.551,247280,0.825,1zXpHPdBAUxnOCQqFMFLk3,0.307,2,0.115,-5.813,1,0.0306,1,107.031,4,57,https://api.spotify.com/v1/tracks/1zXpHPdBAUxnOCQqFMFLk3,audio_features,spotify:track:1zXpHPdBAUxnOCQqFMFLk3,0.686
0.047,https://api.spotify.com/v1/audio-analysis/7BVwi9cIzSc6tpyxsp47vJ,78,0.595,223640,0.723,7BVwi9cIzSc6tpyxsp47vJ,0.0286,7,0.0995,-8.256,1,0.0349,1,108.043,1,69,https://api.spotify.com/v1/tracks/7BVwi9cIzSc6tpyxsp47vJ,audio_features,spotify:track:7BVwi9cIzSc6tpyxsp47vJ,0.272
0.643,https://api.spotify.com/v1/audio-analysis/50qNZb4uwtmpa2zn0DUV2U,50,0.475,240108,0.751,50qNZb4uwtmpa2zn0DUV2U,0.855,10,0.129,-4.806,1,0.0271,1,81.532,4,9,https://api.spotify.com/v1/tracks/50qNZb4uwtmpa2zn0DUV2U,audio_features,spotify:track:50qNZb4uwtmpa2zn0DUV2U,0.142
0.288,https://api.spotify.com/v1/audio-analysis/7IWmeFL3tBSKxvLFotmWTb,40,0.873,169973,0.408,7IWmeFL3tBSKxvLFotmWTb,2.92e-06,9,0.211,-8.544,1,0.0671,1,97.918,4,50,https://api.spotify.com/v1/tracks/7IWmeFL3tBSKxvLFotmWTb,audio_features,spotify:track:7IWmeFL3tBSKxvLFotmWTb,0.758
0.289,https://api.spotify.com/v1/audio-analysis/7KGFNruz20BVdcSzoQrSlu,38,0.664,221907,0.348,7KGFNruz20BVdcSzoQrSlu,0.0221,6,0.0632,-8.23,0,0.0357,1,122.654,4,51,https://api.spotify.com/v1/tracks/7KGFNruz20BVdcSzoQrSlu,audio_features,spotify:track:7KGFNruz20BVdcSzoQrSlu,0.607
0.0108,https://api.spotify.com/v1/audio-analysis/0DRvClQbN9znQ295sx76VC,63,0.511,196027,0.622,0DRvClQbN9znQ295sx76VC,4.51e-06,2,0.127,-5.727,1,0.0242,1,99.934,4,66,https://api.spotify.com/v1/tracks/0DRvClQbN9znQ295sx76VC,audio_features,spotify:track:0DRvClQbN9znQ295sx76VC,0.425
0.276,https://api.spotify.com/v1/audio-analysis/35QAUfIbfIXT3p3cWhaKxZ,51,0.786,261773,0.686,35QAUfIbfIXT3p3cWhaKxZ,0.668,4,0.0416,-7.18,1,0.0289,1,119.997,4,64,https://api.spotify.com/v1/tracks/35QAUfIbfIXT3p3cWhaKxZ,audio_features,spotify:track:35QAUfIbfIXT3p3cWhaKxZ,0.542
0.866,https://api.spotify.com/v1/audio-analysis/14e46mURUUwB3i2vTe1gFz,67,0.548,186133,0.444,14e46mURUUwB3i2vTe1gFz,0.0,3,0.134,-9.4,1,0.0384,1,169.917,4,64,https://api.spotify.com/v1/tracks/14e46mURUUwB3i2vTe1gFz,audio_features,spotify:track:14e46mURUUwB3i2vTe1gFz,0.62
0.00581,https://api.spotify.com/v1/audio-analysis/6YtD6uXGU9e7vsSKScj8Qm,57,0.48,248259,0.754,6YtD6uXGU9e7vsSKScj8Qm,9.24e-05,5,0.335,-4.142,1,0.0358,1,167.959,4,43,https://api.spotify.com/v1/tracks/6YtD6uXGU9e7vsSKScj8Qm,audio_features,spotify:track:6YtD6uXGU9e7vsSKScj8Qm,0.447
0.391,https://api.spotify.com/v1/audio-analysis/6NVu0gFLV6t6SDjXUpwCeu,47,0.715,188411,0.52,6NVu0gFLV6t6SDjXUpwCeu,0.0,9,0.0797,-6.933,1,0.0265,1,108.991,4,56,https://api.spotify.com/v1/tracks/6NVu0gFLV6t6SDjXUpwCeu,audio_features,spotify:track:6NVu0gFLV6t6SDjXUpwCeu,0.769
0.00791,https://api.spotify.com/v1/audio-analysis/1Buh8ZFWaCoE6Yh3LhKZ4v,47,0.561,191712,0.687,1Buh8ZFWaCoE6Yh3LhKZ4v,0.0225,9,0.08,-6.336,1,0.0292,1,128.569,4,18,https://api.spotify.com/v1/tracks/1Buh8ZFWaCoE6Yh3LhKZ4v,audio_features,spotify:track:1Buh8ZFWaCoE6Yh3LhKZ4v,0.792
0.0192,https://api.spotify.com/v1/audio-analysis/1Ncfo3Q2IT4oc3RG719AIz,42,0.612,227121,0.529,1Ncfo3Q2IT4oc3RG719AIz,0.436,7,0.073,-9.675,1,0.0273,1,147.047,4,10,https://api.spotify.com/v1/tracks/1Ncfo3Q2IT4oc3RG719AIz,audio_features,spotify:track:1Ncfo3Q2IT4oc3RG719AIz,0.159
0.53,https://api.spotify.com/v1/audio-analysis/6HJcuxVgYjxcYDnPG0ystc,80,0.729,214667,0.675,6HJcuxVgYjxcYDnPG0ystc,0.0,2,0.0985,-5.62,0,0.0415,1,116.016,4,64,https://api.spotify.com/v1/tracks/6HJcuxVgYjxcYDnPG0ystc,audio_features,spotify:track:6HJcuxVgYjxcYDnPG0ystc,0.332
0.617,https://api.spotify.com/v1/audio-analysis/1WXVfFRD89EtVURD4Tbixo,63,0.629,253848,0.586,1WXVfFRD89EtVURD4Tbixo,0.0803,1,0.129,-8.562,1,0.0269,1,102.995,5,68,https://api.spotify.com/v1/tracks/1WXVfFRD89EtVURD4Tbixo,audio_features,spotify:track:1WXVfFRD89EtVURD4Tbixo,0.526
0.864,https://api.spotify.com/v1/audio-analysis/0Njsdm3fZvEqAveqcgDISP,49,0.583,175493,0.404,0Njsdm3fZvEqAveqcgDISP,0.00572,11,0.103,-8.598,1,0.0455,1,197.873,4,48,https://api.spotify.com/v1/tracks/0Njsdm3fZvEqAveqcgDISP,audio_features,spotify:track:0Njsdm3fZvEqAveqcgDISP,0.635
0.345,https://api.spotify.com/v1/audio-analysis/4J0bnxBAoscCdN62zHuHi7,43,0.441,235907,0.653,4J0bnxBAoscCdN62zHuHi7,3.27e-06,11,0.11,-6.589,1,0.0382,1,160.068,4,14,https://api.spotify.com/v1/tracks/4J0bnxBAoscCdN62zHuHi7,audio_features,spotify:track:4J0bnxBAoscCdN62zHuHi7,0.611
0.229,https://api.spotify.com/v1/audio-analysis/30lXd6GBXld0XQyOKE1Ku9,40,0.52,160821,0.49,30lXd6GBXld0XQyOKE1Ku9,0.234,2,0.0886,-7.144,1,0.0455,1,190.378,4,53,https://api.spotify.com/v1/tracks/30lXd6GBXld0XQyOKE1Ku9,audio_features,spotify:track:30lXd6GBXld0XQyOKE1Ku9,0.428
0.613,https://api.spotify.com/v1/audio-analysis/3qhobDAfBcVoOWZP8Ck8R2,78,0.664,160097,0.573,3qhobDAfBcVoOWZP8Ck8R2,0.000363,5,0.0857,-6.519,1,0.0277,1,76.023,4,63,https://api.spotify.com/v1/tracks/3qhobDAfBcVoOWZP8Ck8R2,audio_features,spotify:track:3qhobDAfBcVoOWZP8Ck8R2,0.566
0.32,https://api.spotify.com/v1/audio-analysis/58Qol5xzalwqF912GE9vQv,82,0.629,188960,0.572,58Qol5xzalwqF912GE9vQv,0.000853,5,0.109,-9.332,1,0.0307,1,93.997,4,62,https://api.spotify.com/v1/tracks/58Qol5xzalwqF912GE9vQv,audio_features,spotify:track:58Qol5xzalwqF912GE9vQv,0.182
0.64,https://api.spotify.com/v1/audio-analysis/7GajeLvMksa794ZEQXwRSy,57,0.536,211567,0.426,7GajeLvMksa794ZEQXwRSy,5.88e-06,7,0.147,-10.446,1,0.123,1,135.872,4,67,https://api.spotify.com/v1/tracks/7GajeLvMksa794ZEQXwRSy,audio_features,spotify:track:7GajeLvMksa794ZEQXwRSy,0.375
0.797,https://api.spotify.com/v1/audio-analysis/75MKHk9JSlu8MOixmQ982v,83,0.376,144720,0.211,75MKHk9JSlu8MOixmQ982v,0.0,4,0.196,-11.665,1,0.0364,1,94.7,3,74,https://api.spotify.com/v1/tracks/75MKHk9JSlu8MOixmQ982v,audio_features,spotify:track:75MKHk9JSlu8MOixmQ982v,0.228
0.159,https://api.spotify.com/v1/audio-analysis/0TwC5a0VuD03SsbAXtgfd6,55,0.809,225440,0.409,0TwC5a0VuD03SsbAXtgfd6,2.53e-06,1,0.11,-7.4,0,0.116,1,141.926,4,50,https://api.spotify.com/v1/tracks/0TwC5a0VuD03SsbAXtgfd6,audio_features,spotify:track:0TwC5a0VuD03SsbAXtgfd6,0.398
0.558,https://api.spotify.com/v1/audio-analysis/54iSfkh69fxhnSNrgvTEBp,68,0.741,197369,0.466,54iSfkh69fxhnSNrgvTEBp,0.0,4,0.0583,-7.258,1,0.0357,1,102.058,4,75,https://api.spotify.com/v1/tracks/54iSfkh69fxhnSNrgvTEBp,audio_features,spotify:track:54iSfkh69fxhnSNrgvTEBp,0.351
0.443,https://api.spotify.com/v1/audio-analysis/6rZGmXgK5CHbsJGwjiPFd4,76,0.81,174720,0.621,6rZGmXgK5CHbsJGwjiPFd4,0.0,0,0.0816,-4.773,0,0.148,1,103.117,4,24,https://api.spotify.com/v1/tracks/6rZGmXgK5CHbsJGwjiPFd4,audio_features,spotify:track:6rZGmXgK5CHbsJGwjiPFd4,0.429
0.65,https://api.spotify.com/v1/audio-analysis/05RmevbSKDvHHKpYBoXYfR,64,0.763,201093,0.296,05RmevbSKDvHHKpYBoXYfR,0.0,1,0.135,-10.611,0,0.0457,1,90.959,4,71,https://api.spotify.com/v1/tracks/05RmevbSKDvHHKpYBoXYfR,audio_features,spotify:track:05RmevbSKDvHHKpYBoXYfR,0.206
0.443,https://api.spotify.com/v1/audio-analysis/7tDqtZnEQcgAE92mEMtgnF,67,0.774,191935,0.45,7tDqtZnEQcgAE92mEMtgnF,3.28e-05,11,0.127,-6.86,1,0.0896,1,90.055,4,75,https://api.spotify.com/v1/tracks/7tDqtZnEQcgAE92mEMtgnF,audio_features,spotify:track:7tDqtZnEQcgAE92mEMtgnF,0.648
0.0299,https://api.spotify.com/v1/audio-analysis/4JWQC6gyYoPRnxRxk0ta2M,79,0.631,176880,0.715,4JWQC6gyYoPRnxRxk0ta2M,0.0,1,0.121,-6.083,0,0.0277,1,135.826,4,82,https://api.spotify.com/v1/tracks/4JWQC6gyYoPRnxRxk0ta2M,audio_features,spotify:track:4JWQC6gyYoPRnxRxk0ta2M,0.42
0.603,https://api.spotify.com/v1/audio-analysis/6fFTPGGItuEpjwXRUIr4rk,78,0.798,181520,0.175,6fFTPGGItuEpjwXRUIr4rk,0.0,0,0.625,-12.603,1,0.0594,1,93.994,4,64,https://api.spotify.com/v1/tracks/6fFTPGGItuEpjwXRUIr4rk,audio_features,spotify:track:6fFTPGGItuEpjwXRUIr4rk,0.633
0.49,https://api.spotify.com/v1/audio-analysis/2hnxrRNzF74mdDzpQZQukQ,88,0.755,174861,0.625,2hnxrRNzF74mdDzpQZQukQ,0.0,2,0.157,-7.114,1,0.0896,1,147.02,4,85,https://api.spotify.com/v1/tracks/2hnxrRNzF74mdDzpQZQukQ,audio_features,spotify:track:2hnxrRNzF74mdDzpQZQukQ,0.374
0.0996,https://api.spotify.com/v1/audio-analysis/5L40lPxGOtkpCYfaakKJbq,74,0.404,184693,0.598,5L40lPxGOtkpCYfaakKJbq,3.29e-05,2,0.303,-8.513,1,0.167,1,89.949,4,70,https://api.spotify.com/v1/tracks/5L40lPxGOtkpCYfaakKJbq,audio_features,spotify:track:5L40lPxGOtkpCYfaakKJbq,0.348
0.168,https://api.spotify.com/v1/audio-analysis/10unIjOu5Jurco3SDbV4HZ,76,0.621,193598,0.524,10unIjOu5Jurco3SDbV4HZ,0.0,5,0.0925,-7.056,1,0.0248,1,97.456,3,74,https://api.spotify.com/v1/tracks/10unIjOu5Jurco3SDbV4HZ,audio_features,spotify:track:10unIjOu5Jurco3SDbV4HZ,0.434
0.134,https://api.spotify.com/v1/audio-analysis/7FVGIPgLMDChTffvG2LuHV,73,0.614,174667,0.585,7FVGIPgLMDChTffvG2LuHV,0.000129,10,0.0948,-9.483,1,0.164,1,169.905,4,69,https://api.spotify.com/v1/tracks/7FVGIPgLMDChTffvG2LuHV,audio_features,spotify:track:7FVGIPgLMDChTffvG2LuHV,0.211
0.958,https://api.spotify.com/v1/audio-analysis/53Wsf11ElpPr1WAGtRQlcx,68,0.384,223347,0.165,53Wsf11ElpPr1WAGtRQlcx,0.0,2,0.101,-9.601,1,0.0446,1,68.469,4,68,https://api.spotify.com/v1/tracks/53Wsf11ElpPr1WAGtRQlcx,audio_features,spotify:track:53Wsf11ElpPr1WAGtRQlcx,0.333
0.662,https://api.spotify.com/v1/audio-analysis/5WtfUKzXircvW8l5aaVZWT,86,0.518,173307,0.467,5WtfUKzXircvW8l5aaVZWT,0.0,0,0.0853,-6.184,1,0.0302,1,132.854,4,84,https://api.spotify.com/v1/tracks/5WtfUKzXircvW8l5aaVZWT,audio_features,spotify:track:5WtfUKzXircvW8l5aaVZWT,0.386
0.693,https://api.spotify.com/v1/audio-analysis/4fFfyouye6vrX9o9z4PVMu,88,0.47,208000,0.221,4fFfyouye6vrX9o9z4PVMu,0.0,5,0.104,-9.243,1,0.0371,1,133.714,4,77,https://api.spotify.com/v1/tracks/4fFfyouye6vrX9o9z4PVMu,audio_features,spotify:track:4fFfyouye6vrX9o9z4PVMu,0.264
0.756,https://api.spotify.com/v1/audio-analysis/25aILAMvglYwkk4QkbfAxV,72,0.728,211613,0.335,25aILAMvglYwkk4QkbfAxV,0.000905,2,0.0633,-10.14,1,0.0564,1,79.997,4,69,https://api.spotify.com/v1/tracks/25aILAMvglYwkk4QkbfAxV,audio_features,spotify:track:25aILAMvglYwkk4QkbfAxV,0.441
0.693,https://api.spotify.com/v1/audio-analysis/7wC5eZcFS1Q1BsQ35DU6H4,97,0.64,210376,0.321,7wC5eZcFS1Q1BsQ35DU6H4,0.0307,0,0.114,-14.604,1,0.0931,1,145.045,4,84,https://api.spotify.com/v1/tracks/7wC5eZcFS1Q1BsQ35DU6H4,audio_features,spotify:track:7wC5eZcFS1Q1BsQ35DU6H4,0.177
0.799,https://api.spotify.com/v1/audio-analysis/0mGjx7RlO48qjGczwsfNu3,60,0.542,209360,0.317,0mGjx7RlO48qjGczwsfNu3,0.0,0,0.0879,-10.278,1,0.0452,1,85.904,4,61,https://api.spotify.com/v1/tracks/0mGjx7RlO48qjGczwsfNu3,audio_features,spotify:track:0mGjx7RlO48qjGczwsfNu3,0.224
0.8,https://api.spotify.com/v1/audio-analysis/4WzhjxvLP95y7AMDy0Atwb,83,0.492,227693,0.267,4WzhjxvLP95y7AMDy0Atwb,0.0,7,0.249,-9.25,1,0.0336,1,117.679,3,74,https://api.spotify.com/v1/tracks/4WzhjxvLP95y7AMDy0Atwb,audio_features,spotify:track:4WzhjxvLP95y7AMDy0Atwb,0.137
0.625,https://api.spotify.com/v1/audio-analysis/41fecZEX4sPrRxnjZQ6DGU,67,0.589,179387,0.609,41fecZEX4sPrRxnjZQ6DGU,0.000759,10,0.0688,-7.593,1,0.053,1,149.976,4,61,https://api.spotify.com/v1/tracks/41fecZEX4sPrRxnjZQ6DGU,audio_features,spotify:track:41fecZEX4sPrRxnjZQ6DGU,0.411
0.743,https://api.spotify.com/v1/audio-analysis/52iLDrSoRtf9lcgFuLVfqE,74,0.681,191002,0.292,52iLDrSoRtf9lcgFuLVfqE,0.0,11,0.0974,-9.599,1,0.0483,1,64.002,4,74,https://api.spotify.com/v1/tracks/52iLDrSoRtf9lcgFuLVfqE,audio_features,spotify:track:52iLDrSoRtf9lcgFuLVfqE,0.162
0.164,https://api.spotify.com/v1/audio-analysis/3PMsgFdVtCeTgjzE8X9TTs,78,0.782,176347,0.564,3PMsgFdVtCeTgjzE8X9TTs,0.00689,8,0.182,-7.752,0,0.226,1,101.058,4,69,https://api.spotify.com/v1/tracks/3PMsgFdVtCeTgjzE8X9TTs,audio_features,spotify:track:3PMsgFdVtCeTgjzE8X9TTs,0.448
0.154,https://api.spotify.com/v1/audio-analysis/4gB61mP4tNChn4LgfquMhi,79,0.711,204516,0.517,4gB61mP4tNChn4LgfquMhi,0.0,11,0.149,-7.695,1,0.0391,1,119.945,4,29,https://api.spotify.com/v1/tracks/4gB61mP4tNChn4LgfquMhi,audio_features,spotify:track:4gB61mP4tNChn4LgfquMhi,0.294
0.606,https://api.spotify.com/v1/audio-analysis/5kfNriitmkNE8mUbZ7gbq8,96,0.551,210667,0.44,5kfNriitmkNE8mUbZ7gbq8,3.02e-05,10,0.11,-8.559,1,0.0985,1,167.923,4,83,https://api.spotify.com/v1/tracks/5kfNriitmkNE8mUbZ7gbq8,audio_features,spotify:track:5kfNriitmkNE8mUbZ7gbq8,0.341
0.844,https://api.spotify.com/v1/audio-analysis/1hV75RKxZt8p9C79mQVGgy,66,0.713,218883,0.451,1hV75RKxZt8p9C79mQVGgy,0.00317,1,0.105,-9.64,1,0.0294,1,102.972,4,50,https://api.spotify.com/v1/tracks/1hV75RKxZt8p9C79mQVGgy,audio_features,spotify:track:1hV75RKxZt8p9C79mQVGgy,0.238
0.466,https://api.spotify.com/v1/audio-analysis/1DXJS269UOBH83Ano9JEvp,51,0.502,243297,0.626,1DXJS269UOBH83Ano9JEvp,2.33e-06,9,0.108,-4.317,1,0.214,1,181.976,4,63,https://api.spotify.com/v1/tracks/1DXJS269UOBH83Ano9JEvp,audio_features,spotify:track:1DXJS269UOBH83Ano9JEvp,0.612
0.216,https://api.spotify.com/v1/audio-analysis/2Pph0CUJ8uksCBzV6iyuQF,55,0.595,234623,0.687,2Pph0CUJ8uksCBzV6iyuQF,0.0,4,0.107,-6.536,1,0.0486,1,94.73,4,67,https://api.spotify.com/v1/tracks/2Pph0CUJ8uksCBzV6iyuQF,audio_features,spotify:track:2Pph0CUJ8uksCBzV6iyuQF,0.508
0.338,https://api.spotify.com/v1/audio-analysis/1NEV2pt7AJSHWadhfCZ48t,79,0.704,201178,0.622,1NEV2pt7AJSHWadhfCZ48t,0.0,0,0.0915,-8.29,1,0.0404,1,104.984,4,26,https://api.spotify.com/v1/tracks/1NEV2pt7AJSHWadhfCZ48t,audio_features,spotify:track:1NEV2pt7AJSHWadhfCZ48t,0.5
0.0348,https://api.spotify.com/v1/audio-analysis/52AtuDhDYHavraoyirpylv,64,0.715,151665,0.363,52AtuDhDYHavraoyirpylv,0.0,8,0.0637,-8.265,1,0.0433,1,87.017,4,70,https://api.spotify.com/v1/tracks/52AtuDhDYHavraoyirpylv,audio_features,spotify:track:52AtuDhDYHavraoyirpylv,0.347
0.259,https://api.spotify.com/v1/audio-analysis/5zxwumO0laRosoeOvbVSvc,63,0.799,182907,0.373,5zxwumO0laRosoeOvbVSvc,0.0,7,0.166,-8.999,1,0.0558,1,98.035,4,73,https://api.spotify.com/v1/tracks/5zxwumO0laRosoeOvbVSvc,audio_features,spotify:track:5zxwumO0laRosoeOvbVSvc,0.534
0.253,https://api.spotify.com/v1/audio-analysis/0P7hldeLJsslU345SbZi5R,78,0.531,224720,0.648,0P7hldeLJsslU345SbZi5R,0.0,6,0.098,-6.12,1,0.0601,1,148.007,4,74,https://api.spotify.com/v1/tracks/0P7hldeLJsslU345SbZi5R,audio_features,spotify:track:0P7hldeLJsslU345SbZi5R,0.326
0.0405,https://api.spotify.com/v1/audio-analysis/2WPYetFgb9kYw5Inx8mD3o,68,0.661,196200,0.705,2WPYetFgb9kYw5Inx8mD3o,6.51e-06,11,0.203,-5.949,1,0.0351,1,139.984,4,17,https://api.spotify.com/v1/tracks/2WPYetFgb9kYw5Inx8mD3o,audio_features,spotify:track:2WPYetFgb9kYw5Inx8mD3o,0.502
0.0599,https://api.spotify.com/v1/audio-analysis/7qIICzwgm3eu1Ic3ufPGJf,79,0.686,212429,0.564,7qIICzwgm3eu1Ic3ufPGJf,0.0,5,0.0914,-6.063,0,0.03,1,99.968,4,25,https://api.spotify.com/v1/tracks/7qIICzwgm3eu1Ic3ufPGJf,audio_features,spotify:track:7qIICzwgm3eu1Ic3ufPGJf,0.266
0.0152,https://api.spotify.com/v1/audio-analysis/3hQKuj4sZ9L4Yn0RC2SIrI,64,0.471,210503,0.361,3hQKuj4sZ9L4Yn0RC2SIrI,0.000509,11,0.143,-10.903,1,0.0281,1,87.819,4,59,https://api.spotify.com/v1/tracks/3hQKuj4sZ9L4Yn0RC2SIrI,audio_features,spotify:track:3hQKuj4sZ9L4Yn0RC2SIrI,0.0674
0.866,https://api.spotify.com/v1/audio-analysis/5UqivtkoiPTXrJu6GIt1mh,68,0.531,229557,0.269,5UqivtkoiPTXrJu6GIt1mh,0.0,1,0.116,-10.6,1,0.0406,1,84.186,4,75,https://api.spotify.com/v1/tracks/5UqivtkoiPTXrJu6GIt1mh,audio_features,spotify:track:5UqivtkoiPTXrJu6GIt1mh,0.52
0.44,https://api.spotify.com/v1/audio-analysis/60CKMDImvHjEpPsQ8qKle5,55,0.731,193590,0.561,60CKMDImvHjEpPsQ8qKle5,0.000237,11,0.0991,-7.55,1,0.0396,1,124.051,4,65,https://api.spotify.com/v1/tracks/60CKMDImvHjEpPsQ8qKle5,audio_features,spotify:track:60CKMDImvHjEpPsQ8qKle5,0.421
0.718,https://api.spotify.com/v1/audio-analysis/1m7XbKhOvJst478ms8yUrr,59,0.818,212154,0.445,1m7XbKhOvJst478ms8yUrr,3.88e-05,5,0.108,-7.467,0,0.23,1,95.944,4,71,https://api.spotify.com/v1/tracks/1m7XbKhOvJst478ms8yUrr,audio_features,spotify:track:1m7XbKhOvJst478ms8yUrr,0.423
0.226,https://api.spotify.com/v1/audio-analysis/6S4vdF9ENvX8WN8PvJ6soA,77,0.444,224148,0.535,6S4vdF9ENvX8WN8PvJ6soA,0.0,9,0.212,-7.051,1,0.055,1,88.033,4,67,https://api.spotify.com/v1/tracks/6S4vdF9ENvX8WN8PvJ6soA,audio_features,spotify:track:6S4vdF9ENvX8WN8PvJ6soA,0.158
0.941,https://api.spotify.com/v1/audio-analysis/3eVuglKxN2sjoIGHAsFAge,86,0.376,191465,0.24,3eVuglKxN2sjoIGHAsFAge,0.0163,6,0.126,-9.79,1,0.045,1,78.787,5,73,https://api.spotify.com/v1/tracks/3eVuglKxN2sjoIGHAsFAge,audio_features,spotify:track:3eVuglKxN2sjoIGHAsFAge,0.202
0.473,https://api.spotify.com/v1/audio-analysis/0FomDJEJ8NUEMYOfZeYjkH,90,0.62,234333,0.448,0FomDJEJ8NUEMYOfZeYjkH,0.0,0,0.0917,-7.641,0,0.0459,1,126.94,4,68,https://api.spotify.com/v1/tracks/0FomDJEJ8NUEMYOfZeYjkH,audio_features,spotify:track:0FomDJEJ8NUEMYOfZeYjkH,0.306
0.319,https://api.spotify.com/v1/audio-analysis/0olEV0xHPcpVOPZfg4MSgR,74,0.646,167625,0.371,0olEV0xHPcpVOPZfg4MSgR,0.0,1,0.218,-8.645,0,0.0575,1,81.096,4,70,https://api.spotify.com/v1/tracks/0olEV0xHPcpVOPZfg4MSgR,audio_features,spotify:track:0olEV0xHPcpVOPZfg4MSgR,0.24
0.635,https://api.spotify.com/v1/audio-analysis/3btBmFS3dZ1EEh0pEH9imU,83,0.655,190657,0.618,3btBmFS3dZ1EEh0pEH9imU,4.53e-06,11,0.527,-5.793,1,0.279,1,179.812,3,25,https://api.spotify.com/v1/tracks/3btBmFS3dZ1EEh0pEH9imU,audio_features,spotify:track:3btBmFS3dZ1EEh0pEH9imU,0.577
0.117,https://api.spotify.com/v1/audio-analysis/78zUxUPvONPgMIt46q5be6,78,0.537,195920,0.469,78zUxUPvONPgMIt46q5be6,1.78e-06,5,0.106,-8.486,1,0.0764,1,175.971,4,73,https://api.spotify.com/v1/tracks/78zUxUPvONPgMIt46q5be6,audio_features,spotify:track:78zUxUPvONPgMIt46q5be6,0.294
