acousticness,analysis_url,artistPopularity,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,target,tempo,time_signature,trackPopularity,track_href,type,uri,valence
0.653,https://api.spotify.com/v1/audio-analysis/1WO6kvO7P8TOsuhBaqun5w,73,0.535,232800,0.297,1WO6kvO7P8TOsuhBaqun5w,0.0,6,0.118,-6.043,1,0.0665,1,147.569,4,50,https://api.spotify.com/v1/tracks/1WO6kvO7P8TOsuhBaqun5w,audio_features,spotify:track:1WO6kvO7P8TOsuhBaqun5w,0.0492
0.0211,https://api.spotify.com/v1/audio-analysis/2Uu1hqObahlzFDbZqjC6CR,53,0.524,204440,0.627,2Uu1hqObahlzFDbZqjC6CR,9.84e-06,9,0.19,-7.246,0,0.0885,1,195.729,4,59,https://api.spotify.com/v1/tracks/2Uu1hqObahlzFDbZqjC6CR,audio_features,spotify:track:2Uu1hqObahlzFDbZqjC6CR,0.53
0.0435,https://api.spotify.com/v1/audio-analysis/0pVE0otGuUr9ya4T3p8A19,67,0.591,207920,0.743,0pVE0otGuUr9ya4T3p8A19,0.000731,0,0.362,-4.245,0,0.0456,1,160.019,4,66,https://api.spotify.com/v1/tracks/0pVE0otGuUr9ya4T3p8A19,audio_features,spotify:track:0pVE0otGuUr9ya4T3p8A19,0.251
0.488,https://api.spotify.com/v1/audio-analysis/0lsRatBUs9HNIZAmoGABzk,66,0.689,184060,0.412,0lsRatBUs9HNIZAmoGABzk,0.00016,7,0.0659,-7.523,0,0.0301,1,126.754,4,80,https://api.spotify.com/v1/tracks/0lsRatBUs9HNIZAmoGABzk,audio_features,spotify:track:0lsRatBUs9HNIZAmoGABzk,0.537
0.745,https://api.spotify.com/v1/audio-analysis/1tT55K6VEyO6XFDxK4lDQe,66,0.499,214533,0.181,1tT55K6VEyO6XFDxK4lDQe,0.00123,9,0.106,-15.359,0,0.0429,1,111.956,4,78,https://api.spotify.com/v1/tracks/1tT55K6VEyO6XFDxK4lDQe,audio_features,spotify:track:1tT55K6VEyO6XFDxK4lDQe,0.0747
0.953,https://api.spotify.com/v1/audio-analysis/2K8elWg8ihrZRwZJ7Gy6L3,70,0.66,225868,0.193,2K8elWg8ihrZRwZJ7Gy6L3,0.0,11,0.0953,-8.904,1,0.0725,1,82.035,4,63,https://api.spotify.com/v1/tracks/2K8elWg8ihrZRwZJ7Gy6L3,audio_features,spotify:track:2K8elWg8ihrZRwZJ7Gy6L3,0.296
0.736,https://api.spotify.com/v1/audio-analysis/6MLHg35rlksBc5OBcdZvJi,68,0.387,230353,0.234,6MLHg35rlksBc5OBcdZvJi,0.0,0,0.084,-8.861,1,0.0373,1,78.65,4,71,https://api.spotify.com/v1/tracks/6MLHg35rlksBc5OBcdZvJi,audio_features,spotify:track:6MLHg35rlksBc5OBcdZvJi,0.408
0.379,https://api.spotify.com/v1/audio-analysis/1QjiCN0f7Kz732ayby0pnZ,45,0.702,158130,0.456,1QjiCN0f7Kz732ayby0pnZ,0.0,2,0.0829,-7.689,1,0.181,1,139.879,4,53,https://api.spotify.com/v1/tracks/1QjiCN0f7Kz732ayby0pnZ,audio_features,spotify:track:1QjiCN0f7Kz732ayby0pnZ,0.491
0.772,https://api.spotify.com/v1/audio-analysis/7pHECccR6FiKZqFhjULGbB,74,0.619,194375,0.554,7pHECccR6FiKZqFhjULGbB,0.00182,2,0.0916,-10.222,0,0.0522,1,148.972,4,62,https://api.spotify.com/v1/tracks/7pHECccR6FiKZqFhjULGbB,audio_features,spotify:track:7pHECccR6FiKZqFhjULGbB,0.634
0.6,https://api.spotify.com/v1/audio-analysis/19czqg2sES22uiWenXX9dk,66,0.742,172307,0.362,19czqg2sES22uiWenXX9dk,2.47e-05,1,0.212,-11.661,1,0.196,1,123.986,4,69,https://api.spotify.com/v1/tracks/19czqg2sES22uiWenXX9dk,audio_features,spotify:track:19czqg2sES22uiWenXX9dk,0.331
0.279,https://api.spotify.com/v1/audio-analysis/7g9YrTuImvIkpS9uveKdCO,82,0.612,197293,0.57,7g9YrTuImvIkpS9uveKdCO,0.0,11,0.0963,-6.642,0,0.0347,1,77.004,4,68,https://api.spotify.com/v1/tracks/7g9YrTuImvIkpS9uveKdCO,audio_features,spotify:track:7g9YrTuImvIkpS9uveKdCO,0.335
0.325,https://api.spotify.com/v1/audio-analysis/3bH4HzoZZFq8UpZmI2AMgV,85,0.828,216015,0.689,3bH4HzoZZFq8UpZmI2AMgV,0.0384,7,0.0808,-7.878,1,0.0326,1,123.931,4,85,https://api.spotify.com/v1/tracks/3bH4HzoZZFq8UpZmI2AMgV,audio_features,spotify:track:3bH4HzoZZFq8UpZmI2AMgV,0.853
0.556,https://api.spotify.com/v1/audio-analysis/5cuRYDNIcSu5noyXQpULKg,90,0.708,200613,0.517,5cuRYDNIcSu5noyXQpULKg,0.0,7,0.0992,-7.466,1,0.0618,1,87.992,4,23,https://api.spotify.com/v1/tracks/5cuRYDNIcSu5noyXQpULKg,audio_features,spotify:track:5cuRYDNIcSu5noyXQpULKg,0.457
0.089,https://api.spotify.com/v1/audio-analysis/12wAQ0HNbJWVrVJA3woXDb,77,0.412,200661,0.696,12wAQ0HNbJWVrVJA3woXDb,0.0,0,0.138,-3.681,1,0.0508,1,87.622,4,71,https://api.spotify.com/v1/tracks/12wAQ0HNbJWVrVJA3woXDb,audio_features,spotify:track:12wAQ0HNbJWVrVJA3woXDb,0.376
0.653,https://api.spotify.com/v1/audio-analysis/4PEbNdnFtpko90iC0W9I2u,52,0.786,226223,0.581,4PEbNdnFtpko90iC0W9I2u,0.00144,2,0.0693,-9.401,1,0.0773,1,99.995,4,66,https://api.spotify.com/v1/tracks/4PEbNdnFtpko90iC0W9I2u,audio_features,spotify:track:4PEbNdnFtpko90iC0W9I2u,0.687
0.216,https://api.spotify.com/v1/audio-analysis/0BOEuUKoHdy8in20fG5smd,73,0.893,169324,0.456,0BOEuUKoHdy8in20fG5smd,0.0,9,0.326,-5.82,1,0.167,1,108.037,4,68,https://api.spotify.com/v1/tracks/0BOEuUKoHdy8in20fG5smd,audio_features,spotify:track:0BOEuUKoHdy8in20fG5smd,0.681
0.89,https://api.spotify.com/v1/audio-analysis/6jR6rBNVF9bHpvdNNqOjvg,82,0.711,211715,0.395,6jR6rBNVF9bHpvdNNqOjvg,0.0,10,0.0845,-7.327,1,0.0311,1,122.043,4,67,https://api.spotify.com/v1/tracks/6jR6rBNVF9bHpvdNNqOjvg,audio_features,spotify:track:6jR6rBNVF9bHpvdNNqOjvg,0.519
0.834,https://api.spotify.com/v1/audio-analysis/4zb3kFL9fXrrfTwIY4CcDy,85,0.518,229783,0.465,4zb3kFL9fXrrfTwIY4CcDy,0.0,0,0.203,-5.903,1,0.0273,1,93.024,4,77,https://api.spotify.com/v1/tracks/4zb3kFL9fXrrfTwIY4CcDy,audio_features,spotify:track:4zb3kFL9fXrrfTwIY4CcDy,0.302
0.0645,https://api.spotify.com/v1/audio-analysis/2NsJh6vFQlruTkdm7LdUCB,67,0.368,240267,0.681,2NsJh6vFQlruTkdm7LdUCB,0.0,4,0.0666,-6.451,1,0.0689,1,125.071,4,62,https://api.spotify.com/v1/tracks/2NsJh6vFQlruTkdm7LdUCB,audio_features,spotify:track:2NsJh6vFQlruTkdm7LdUCB,0.185
0.855,https://api.spotify.com/v1/audio-analysis/4fqDZ9GQOtKdJkjr71KU8L,73,0.665,301145,0.252,4fqDZ9GQOtKdJkjr71KU8L,0.0,3,0.113,-8.407,0,0.0323,1,121.994,4,39,https://api.spotify.com/v1/tracks/4fqDZ9GQOtKdJkjr71KU8L,audio_features,spotify:track:4fqDZ9GQOtKdJkjr71KU8L,0.339
0.365,https://api.spotify.com/v1/audio-analysis/216afVgCJWieLyqPDwziwq,90,0.685,226644,0.658,216afVgCJWieLyqPDwziwq,0.133,6,0.333,-7.548,1,0.0326,1,102.028,4,69,https://api.spotify.com/v1/tracks/216afVgCJWieLyqPDwziwq,audio_features,spotify:track:216afVgCJWieLyqPDwziwq,0.529
0.127,https://api.spotify.com/v1/audio-analysis/6N4giKsqtwFjeEc1alG68f,75,0.446,245789,0.527,6N4giKsqtwFjeEc1alG68f,0.0,2,0.113,-6.224,1,0.0347,1,69.657,4,64,https://api.spotify.com/v1/tracks/6N4giKsqtwFjeEc1alG68f,audio_features,spotify:track:6N4giKsqtwFjeEc1alG68f,0.331
0.0732,https://api.spotify.com/v1/audio-analysis/4E5IBDRu8kJbzUv1qaZM1t,70,0.918,155351,0.602,4E5IBDRu8kJbzUv1qaZM1t,1.94e-05,1,0.417,-8.891,1,0.0603,1,110.996,4,73,https://api.spotify.com/v1/tracks/4E5IBDRu8kJbzUv1qaZM1t,audio_features,spotify:track:4E5IBDRu8kJbzUv1qaZM1t,0.81
0.556,https://api.spotify.com/v1/audio-analysis/7fZ2GktS3lfZuI6BbDamrS,65,0.549,226413,0.303,7fZ2GktS3lfZuI6BbDamrS,1.79e-05,4,0.0849,-12.371,1,0.0288,1,135.99,4,65,https://api.spotify.com/v1/tracks/7fZ2GktS3lfZuI6BbDamrS,audio_features,spotify:track:7fZ2GktS3lfZuI6BbDamrS,0.2
0.472,https://api.spotify.com/v1/audio-analysis/3Vtl4Xc9cKVs1UoenXtScn,73,0.757,200865,0.614,3Vtl4Xc9cKVs1UoenXtScn,0.0,4,0.161,-6.828,1,0.126,1,90.523,4,64,https://api.spotify.com/v1/tracks/3Vtl4Xc9cKVs1UoenXtScn,audio_features,spotify:track:3Vtl4Xc9cKVs1UoenXtScn,0.616
0.0235,https://api.spotify.com/v1/audio-analysis/7Db4ViXHhXYznDDRdfX2VB,82,0.567,189920,0.544,7Db4ViXHhXYznDDRdfX2VB,0.00215,6,0.0934,-8.476,0,0.107,1,126.366,5,64,https://api.spotify.com/v1/tracks/7Db4ViXHhXYznDDRdfX2VB,audio_features,spotify:track:7Db4ViXHhXYznDDRdfX2VB,0.526
0.404,https://api.spotify.com/v1/audio-analysis/1VOL6KDCwEduG95LNVvSyx,62,0.798,178846,0.502,1VOL6KDCwEduG95LNVvSyx,1.86e-06,5,0.0986,-8.405,1,0.224,1,91.034,4,60,https://api.spotify.com/v1/tracks/1VOL6KDCwEduG95LNVvSyx,audio_features,spotify:track:1VOL6KDCwEduG95LNVvSyx,0.595
0.153,https://api.spotify.com/v1/audio-analysis/5JkUNbYSn06ghlmu0NRUMf,70,0.445,186463,0.357,5JkUNbYSn06ghlmu0NRUMf,0.0,7,0.356,-9.163,1,0.0445,1,147.062,4,69,https://api.spotify.com/v1/tracks/5JkUNbYSn06ghlmu0NRUMf,audio_features,spotify:track:5JkUNbYSn06ghlmu0NRUMf,0.159
0.0132,https://api.spotify.com/v1/audio-analysis/6GzApXoBQiiAjak3tOQfV3,87,0.611,149878,0.52,6GzApXoBQiiAjak3tOQfV3,0.0,0,0.105,-5.445,1,0.0346,1,159.927,4,85,https://api.spotify.com/v1/tracks/6GzApXoBQiiAjak3tOQfV3,audio_features,spotify:track:6GzApXoBQiiAjak3tOQfV3,0.771
0.182,https://api.spotify.com/v1/audio-analysis/30QNbMNYxPL78w2jLZdRdv,73,0.719,188493,0.493,30QNbMNYxPL78w2jLZdRdv,0.0,11,0.0666,-7.718,0,0.0351,1,97.488,4,71,https://api.spotify.com/v1/tracks/30QNbMNYxPL78w2jLZdRdv,audio_features,spotify:track:30QNbMNYxPL78w2jLZdRdv,0.734
0.69,https://api.spotify.com/v1/audio-analysis/0ibG3XCJ32Qq9maUY4AViR,73,0.796,177141,0.53,0ibG3XCJ32Qq9maUY4AViR,0.0,8,0.0646,-5.967,1,0.0558,1,105.031,4,76,https://api.spotify.com/v1/tracks/0ibG3XCJ32Qq9maUY4AViR,audio_features,spotify:track:0ibG3XCJ32Qq9maUY4AViR,0.754
0.046,https://api.spotify.com/v1/audio-analysis/7AssxKowBMbJidVrfUwk1m,73,0.668,211712,0.515,7AssxKowBMbJidVrfUwk1m,0.0,7,0.17,-6.033,0,0.25,1,86.505,4,62,https://api.spotify.com/v1/tracks/7AssxKowBMbJidVrfUwk1m,audio_features,spotify:track:7AssxKowBMbJidVrfUwk1m,0.64
0.752,https://api.spotify.com/v1/audio-analysis/2ZrHbO88rM6Ijeg0aJmSzl,83,0.675,190533,0.604,2ZrHbO88rM6Ijeg0aJmSzl,0.0,1,0.111,-6.266,1,0.193,1,168.034,4,75,https://api.spotify.com/v1/tracks/2ZrHbO88rM6Ijeg0aJmSzl,audio_features,spotify:track:2ZrHbO88rM6Ijeg0aJmSzl,0.456
0.681,https://api.spotify.com/v1/audio-analysis/02VOS5QRFc6i1XQVROAeDi,64,0.433,196365,0.267,02VOS5QRFc6i1XQVROAeDi,0.0,7,0.0811,-10.419,1,0.0469,1,93.072,4,68,https://api.spotify.com/v1/tracks/02VOS5QRFc6i1XQVROAeDi,audio_features,spotify:track:02VOS5QRFc6i1XQVROAeDi,0.255
0.267,https://api.spotify.com/v1/audio-analysis/5HlFO9E6TgsCpJWVjguZDl,78,0.669,214747,0.396,5HlFO9E6TgsCpJWVjguZDl,0.0,0,0.0913,-8.724,1,0.0545,1,86.927,4,72,https://api.spotify.com/v1/tracks/5HlFO9E6TgsCpJWVjguZDl,audio_features,spotify:track:5HlFO9E6TgsCpJWVjguZDl,0.546
0.21,https://api.spotify.com/v1/audio-analysis/3K8tRD2Prik7FXbD8lZ6DC,57,0.708,151041,0.485,3K8tRD2Prik7FXbD8lZ6DC,0.0,2,0.104,-5.552,1,0.0699,1,139.99,4,67,https://api.spotify.com/v1/tracks/3K8tRD2Prik7FXbD8lZ6DC,audio_features,spotify:track:3K8tRD2Prik7FXbD8lZ6DC,0.281
0.143,https://api.spotify.com/v1/audio-analysis/56Rmib5mhCfiaSJqhLgEdW,82,0.611,210304,0.769,56Rmib5mhCfiaSJqhLgEdW,2.77e-05,9,0.314,-4.044,1,0.112,1,160.014,4,68,https://api.spotify.com/v1/tracks/56Rmib5mhCfiaSJqhLgEdW,audio_features,spotify:track:56Rmib5mhCfiaSJqhLgEdW,0.414
0.111,https://api.spotify.com/v1/audio-analysis/6isSTqlcHAXfKQ7JdsP5BJ,54,0.64,200507,0.622,6isSTqlcHAXfKQ7JdsP5BJ,1.49e-05,6,0.346,-8.028,1,0.0565,1,85.954,4,47,https://api.spotify.com/v1/tracks/6isSTqlcHAXfKQ7JdsP5BJ,audio_features,spotify:track:6isSTqlcHAXfKQ7JdsP5BJ,0.497
0.488,https://api.spotify.com/v1/audio-analysis/4BiiOzZCrXEzHRLYcYFiD5,90,0.773,180120,0.699,4BiiOzZCrXEzHRLYcYFiD5,3.6e-06,1,0.0814,-5.982,0,0.0958,1,104.941,4,86,https://api.spotify.com/v1/tracks/4BiiOzZCrXEzHRLYcYFiD5,audio_features,spotify:track:4BiiOzZCrXEzHRLYcYFiD5,0.513
0.758,https://api.spotify.com/v1/audio-analysis/1Ozmz8mMsPv6LlwcCW2U8l,62,0.442,190263,0.246,1Ozmz8mMsPv6LlwcCW2U8l,0.0,6,0.261,-12.825,1,0.034,1,77.593,4,71,https://api.spotify.com/v1/tracks/1Ozmz8mMsPv6LlwcCW2U8l,audio_features,spotify:track:1Ozmz8mMsPv6LlwcCW2U8l,0.362
0.118,https://api.spotify.com/v1/audio-analysis/0dbp9YwlGEzXmxavRMgZ4T,66,0.592,195075,0.588,0dbp9YwlGEzXmxavRMgZ4T,0.0,10,0.138,-4.889,1,0.0405,1,81.997,4,70,https://api.spotify.com/v1/tracks/0dbp9YwlGEzXmxavRMgZ4T,audio_features,spotify:track:0dbp9YwlGEzXmxavRMgZ4T,0.336
0.25,https://api.spotify.com/v1/audio-analysis/0DoFnvvQDjrdhIoFqlUDmv,60,0.678,216523,0.551,0DoFnvvQDjrdhIoFqlUDmv,0.0,11,0.378,-5.87,1,0.0377,1,96.034,4,55,https://api.spotify.com/v1/tracks/0DoFnvvQDjrdhIoFqlUDmv,audio_features,spotify:track:0DoFnvvQDjrdhIoFqlUDmv,0.38
0.182,https://api.spotify.com/v1/audio-analysis/5cXAhazDamL2rcIxThZWOt,64,0.606,216853,0.54,5cXAhazDamL2rcIxThZWOt,0.000144,7,0.144,-6.271,0,0.0339,1,79.952,4,65,https://api.spotify.com/v1/tracks/5cXAhazDamL2rcIxThZWOt,audio_features,spotify:track:5cXAhazDamL2rcIxThZWOt,0.249
0.733,https://api.spotify.com/v1/audio-analysis/2uaiyLKnYvazyfR0Ky3Kbk,83,0.649,169181,0.548,2uaiyLKnYvazyfR0Ky3Kbk,0.0,1,0.136,-5.692,0,0.0318,1,150.036,4,39,https://api.spotify.com/v1/tracks/2uaiyLKnYvazyfR0Ky3Kbk,audio_features,spotify:track:2uaiyLKnYvazyfR0Ky3Kbk,0.506
0.697,https://api.spotify.com/v1/audio-analysis/3EPXxR3ImUwfayaurPi3cm,83,0.553,196373,0.586,3EPXxR3ImUwfayaurPi3cm,0.0,11,0.0813,-6.319,1,0.0362,1,126.684,4,92,https://api.spotify.com/v1/tracks/3EPXxR3ImUwfayaurPi3cm,audio_features,spotify:track:3EPXxR3ImUwfayaurPi3cm,0.443
0.44,https://api.spotify.com/v1/audio-analysis/29uWfSrklmIxzRIqFFK9jj,96,0.618,229960,0.693,29uWfSrklmIxzRIqFFK9jj,0.759,1,0.101,-7.889,0,0.333,1,143.98,4,76,https://api.spotify.com/v1/tracks/29uWfSrklmIxzRIqFFK9jj,audio_features,spotify:track:29uWfSrklmIxzRIqFFK9jj,0.439
0.0384,https://api.spotify.com/v1/audio-analysis/5vsRm2aCBl5T2qdpvwtrf6,78,0.757,217933,0.832,5vsRm2aCBl5T2qdpvwtrf6,0.00241,4,0.661,-3.318,0,0.0758,1,125.894,4,69,https://api.spotify.com/v1/tracks/5vsRm2aCBl5T2qdpvwtrf6,audio_features,spotify:track:5vsRm2aCBl5T2qdpvwtrf6,0.386
0.481,https://api.spotify.com/v1/audio-analysis/6wnYRj6VDtrPobW9ob3XWs,52,0.647,215751,0.438,6wnYRj6VDtrPobW9ob3XWs,0.0,3,0.0761,-7.957,1,0.0294,1,94.99,4,66,https://api.spotify.com/v1/tracks/6wnYRj6VDtrPobW9ob3XWs,audio_features,spotify:track:6wnYRj6VDtrPobW9ob3XWs,0.583
0.669,https://api.spotify.com/v1/audio-analysis/7yOv1YISwpujFFQm6blOts,77,0.53,233105,0.444,7yOv1YISwpujFFQm6blOts,0.0,0,0.142,-9.779,0,0.0338,1,122.917,4,64,https://api.spotify.com/v1/tracks/7yOv1YISwpujFFQm6blOts,audio_features,spotify:track:7yOv1YISwpujFFQm6blOts,0.165
0.855,https://api.spotify.com/v1/audio-analysis/6WU74yOM3Evu2hoyy2g5g5,83,0.507,179120,0.204,6WU74yOM3Evu2hoyy2g5g5,0.0,0,0.143,-11.575,1,0.0504,1,77.765,4,66,https://api.spotify.com/v1/tracks/6WU74yOM3Evu2hoyy2g5g5,audio_features,spotify:track:6WU74yOM3Evu2hoyy2g5g5,0.343
0.762,https://api.spotify.com/v1/audio-analysis/4i0blWH3Vc8Zp17urOhltG,63,0.62,152512,0.433,4i0blWH3Vc8Zp17urOhltG,0.0,10,0.359,-8.962,0,0.441,1,100.0,4,64,https://api.spotify.com/v1/tracks/4i0blWH3Vc8Zp17urOhltG,audio_features,spotify:track:4i0blWH3Vc8Zp17urOhltG,0.619
0.439,https://api.spotify.com/v1/audio-analysis/7p6s3yvfMxu6XnxodtnA00,54,0.561,237000,0.581,7p6s3yvfMxu6XnxodtnA00,0.0,8,0.0966,-8.681,0,0.0455,1,148.712,4,55,https://api.spotify.com/v1/tracks/7p6s3yvfMxu6XnxodtnA00,audio_features,spotify:track:7p6s3yvfMxu6XnxodtnA00,0.164
0.57,https://api.spotify.com/v1/audio-analysis/1iUImy2tasM9RmL5TPkSVz,78,0.659,149122,0.435,1iUImy2tasM9RmL5TPkSVz,0.00111,1,0.113,-9.261,1,0.0743,1,137.933,4,62,https://api.spotify.com/v1/tracks/1iUImy2tasM9RmL5TPkSVz,audio_features,spotify:track:1iUImy2tasM9RmL5TPkSVz,0.613
0.456,https://api.spotify.com/v1/audio-analysis/2n48BjaFSczfeIG3HaIaPv,81,0.567,174983,0.696,2n48BjaFSczfeIG3HaIaPv,0.0,9,0.113,-5.416,1,0.301,1,92.061,4,83,https://api.spotify.com/v1/tracks/2n48BjaFSczfeIG3HaIaPv,audio_features,spotify:track:2n48BjaFSczfeIG3HaIaPv,0.544
0.476,https://api.spotify.com/v1/audio-analysis/5rFj8OzffT0iggSjcBaeND,91,0.584,246735,0.407,5rFj8OzffT0iggSjcBaeND,0.0,1,0.18,-7.356,0,0.046,1,115.124,4,85,https://api.spotify.com/v1/tracks/5rFj8OzffT0iggSjcBaeND,audio_features,spotify:track:5rFj8OzffT0iggSjcBaeND,0.341
0.775,https://api.spotify.com/v1/audio-analysis/6PspLxCglJJH7bu14CZf4T,46,0.779,173945,0.387,6PspLxCglJJH7bu14CZf4T,0.00042,3,0.107,-14.504,1,0.0592,1,108.99,4,60,https://api.spotify.com/v1/tracks/6PspLxCglJJH7bu14CZf4T,audio_features,spotify:track:6PspLxCglJJH7bu14CZf4T,0.659
0.138,https://api.spotify.com/v1/audio-analysis/6VTYMRDqFFFHjzKtrjRCKL,41,0.571,227068,0.373,6VTYMRDqFFFHjzKtrjRCKL,0.000535,5,0.108,-7.77,0,0.0269,1,103.08,3,55,https://api.spotify.com/v1/tracks/6VTYMRDqFFFHjzKtrjRCKL,audio_features,spotify:track:6VTYMRDqFFFHjzKtrjRCKL,0.0762
0.532,https://api.spotify.com/v1/audio-analysis/3UBkhPyI6UfmH86bxxPLcb,51,0.681,215000,0.657,3UBkhPyI6UfmH86bxxPLcb,0.831,9,0.202,-7.696,0,0.0232,1,95.976,4,51,https://api.spotify.com/v1/tracks/3UBkhPyI6UfmH86bxxPLcb,audio_features,spotify:track:3UBkhPyI6UfmH86bxxPLcb,0.552
0.147,https://api.spotify.com/v1/audio-analysis/5Gcwao0M9mKVdDH2X1pqnv,39,0.601,275315,0.708,5Gcwao0M9mKVdDH2X1pqnv,0.284,6,0.426,-8.072,1,0.0398,1,147.983,4,46,https://api.spotify.com/v1/tracks/5Gcwao0M9mKVdDH2X1pqnv,audio_features,spotify:track:5Gcwao0M9mKVdDH2X1pqnv,0.805
0.931,https://api.spotify.com/v1/audio-analysis/3vqGSm12cnsQ737WNzSAxZ,48,0.632,181411,0.422,3vqGSm12cnsQ737WNzSAxZ,0.913,8,0.108,-11.047,1,0.029,1,99.036,4,49,https://api.spotify.com/v1/tracks/3vqGSm12cnsQ737WNzSAxZ,audio_features,spotify:track:3vqGSm12cnsQ737WNzSAxZ,0.178
0.267,https://api.spotify.com/v1/audio-analysis/4yyg2J2uXOjCtCyT64984C,75,0.55,284147,0.579,4yyg2J2uXOjCtCyT64984C,0.0289,4,0.358,-8.622,1,0.0297,1,120.991,4,68,https://api.spotify.com/v1/tracks/4yyg2J2uXOjCtCyT64984C,audio_features,spotify:track:4yyg2J2uXOjCtCyT64984C,0.432
0.516,https://api.spotify.com/v1/audio-analysis/3axNvNVXW11vfhQrNdbCOV,62,0.764,177500,0.457,3axNvNVXW11vfhQrNdbCOV,2.4e-05,2,0.201,-11.351,1,0.0272,1,95.996,4,57,https://api.spotify.com/v1/tracks/3axNvNVXW11vfhQrNdbCOV,audio_features,spotify:track:3axNvNVXW11vfhQrNdbCOV,0.764
0.82,https://api.spotify.com/v1/audio-analysis/297rZsBEjFw9d0Gl3iBLnd,68,0.701,146390,0.529,297rZsBEjFw9d0Gl3iBLnd,0.00113,7,0.249,-12.242,0,0.147,1,138.216,4,74,https://api.spotify.com/v1/tracks/297rZsBEjFw9d0Gl3iBLnd,audio_features,spotify:track:297rZsBEjFw9d0Gl3iBLnd,0.577
0.951,https://api.spotify.com/v1/audio-analysis/0bZ52QzCCKfrfOqs7za6lI,84,0.415,240147,0.11,0bZ52QzCCKfrfOqs7za6lI,0.00236,1,0.0962,-14.901,1,0.0388,1,81.876,4,29,https://api.spotify.com/v1/tracks/0bZ52QzCCKfrfOqs7za6lI,audio_features,spotify:track:0bZ52QzCCKfrfOqs7za6lI,0.234
0.546,https://api.spotify.com/v1/audio-analysis/1JxNWpK9xTWKRPoYTIX4Qk,71,0.352,274200,0.45,1JxNWpK9xTWKRPoYTIX4Qk,0.127,5,0.283,-9.881,1,0.0293,1,86.937,4,64,https://api.spotify.com/v1/tracks/1JxNWpK9xTWKRPoYTIX4Qk,audio_features,spotify:track:1JxNWpK9xTWKRPoYTIX4Qk,0.114
0.94,https://api.spotify.com/v1/audio-analysis/0oTtnnedK0C4unALxVTPhz,72,0.365,248965,0.273,0oTtnnedK0C4unALxVTPhz,0.431,4,0.109,-16.526,0,0.038,1,132.285,5,61,https://api.spotify.com/v1/tracks/0oTtnnedK0C4unALxVTPhz,audio_features,spotify:track:0oTtnnedK0C4unALxVTPhz,0.238
0.0918,https://api.spotify.com/v1/audio-analysis/5ftdTvmQjjsL23t7jxADfI,66,0.689,252307,0.617,5ftdTvmQjjsL23t7jxADfI,2.02e-05,4,0.0816,-5.196,1,0.0289,1,121.062,4,64,https://api.spotify.com/v1/tracks/5ftdTvmQjjsL23t7jxADfI,audio_features,spotify:track:5ftdTvmQjjsL23t7jxADfI,0.682
0.579,https://api.spotify.com/v1/audio-analysis/0ntyYV99MFp7f7MGZlwYj4,56,0.542,249305,0.468,0ntyYV99MFp7f7MGZlwYj4,0.104,10,0.112,-7.796,1,0.0265,1,130.829,4,59,https://api.spotify.com/v1/tracks/0ntyYV99MFp7f7MGZlwYj4,audio_features,spotify:track:0ntyYV99MFp7f7MGZlwYj4,0.252
0.795,https://api.spotify.com/v1/audio-analysis/4UAW2gObi5o6sJla0qZpPn,84,0.528,246421,0.284,4UAW2gObi5o6sJla0qZpPn,0.000303,9,0.109,-11.487,1,0.0287,1,76.012,4,72,https://api.spotify.com/v1/tracks/4UAW2gObi5o6sJla0qZpPn,audio_features,spotify:track:4UAW2gObi5o6sJla0qZpPn,0.172
0.237,https://api.spotify.com/v1/audio-analysis/5dYqznJlpgJsNislx8Pa2b,65,0.545,241709,0.443,5dYqznJlpgJsNislx8Pa2b,0.15,7,0.0846,-10.984,1,0.029,1,138.434,4,50,https://api.spotify.com/v1/tracks/5dYqznJlpgJsNislx8Pa2b,audio_features,spotify:track:5dYqznJlpgJsNislx8Pa2b,0.263
0.61,https://api.spotify.com/v1/audio-analysis/05u81UgU27g8uL5twJ7ABz,81,0.421,211733,0.499,05u81UgU27g8uL5twJ7ABz,0.0,5,0.0875,-8.869,1,0.173,1,78.621,4,66,https://api.spotify.com/v1/tracks/05u81UgU27g8uL5twJ7ABz,audio_features,spotify:track:05u81UgU27g8uL5twJ7ABz,0.297
0.334,https://api.spotify.com/v1/audio-analysis/7DeJ8TdwgNpz6Un0SiskhX,50,0.402,282147,0.476,7DeJ8TdwgNpz6Un0SiskhX,0.0701,0,0.0947,-8.823,1,0.0289,1,86.06,4,59,https://api.spotify.com/v1/tracks/7DeJ8TdwgNpz6Un0SiskhX,audio_features,spotify:track:7DeJ8TdwgNpz6Un0SiskhX,0.164
0.206,https://api.spotify.com/v1/audio-analysis/2HnMhvOVA1FK8C61nMhJEj,61,0.651,257860,0.664,2HnMhvOVA1FK8C61nMhJEj,0.202,5,0.0977,-7.929,1,0.0282,1,121.025,4,62,https://api.spotify.com/v1/tracks/2HnMhvOVA1FK8C61nMhJEj,audio_features,spotify:track:2HnMhvOVA1FK8C61nMhJEj,0.559
